year,sector,delta_mtco2,delta_total,contribution_share
1906,Cement,0.9849999999999999,108.40700000000015,0.009086129124503016
1906,Coal,104.55099999999993,108.40700000000015,0.9644303412141263
1906,Gas,1.8569999999999993,108.40700000000015,0.017129890136245784
1906,Oil,0.867999999999995,108.40700000000015,0.008006863025450329
1906,Other industry,0.1469999999999998,108.40700000000015,0.0013560009962456261
1907,Cement,0.133,355.971,0.0003736259414390498
1907,Coal,333.52999999999975,355.971,0.9369583477305728
1907,Gas,0.8499999999999979,355.971,0.002387834964084147
1907,Oil,21.531999999999996,355.971,0.06048807346665879
1907,Other industry,-0.07299999999999995,355.971,-0.00020507288515075653
1908,Cement,0.19399999999999995,-114.55400000000009,-0.0016935244513504532
1908,Coal,-123.69699999999966,-114.55400000000009,1.0798138869004974
1908,Gas,-0.2010000000000005,-114.55400000000009,0.0017546310037187733
1908,Oil,9.369,-114.55400000000009,-0.08178675559124948
1908,Other industry,-0.21999999999999975,-114.55400000000009,0.001920491645861337
1909,Cement,1.2359999999999998,116.7170000000001,0.010589717007805192
1909,Coal,105.54099999999971,116.7170000000001,0.9042470248549879
1909,Gas,3.8470000000000013,116.7170000000001,0.03296006580018333
1909,Oil,5.579000000000008,116.7170000000001,0.0477993779826418
1909,Other industry,0.5129999999999999,116.7170000000001,0.004395246622171573
1910,Cement,1.0230000000000006,143.16100000000006,0.007145800881524998
1910,Coal,131.01099999999997,143.16100000000006,0.9151305173895119
1910,Gas,1.3919999999999995,143.16100000000006,0.009723318501547201
1910,Oil,9.73599999999999,143.16100000000006,0.06800734837001687
1910,Other industry,0.0,143.16100000000006,0.0
1911,Cement,0.17499999999999982,46.93399999999974,0.0037286402181787356
1911,Coal,37.309999999999945,46.93399999999974,0.7949460945157061
1911,Gas,0.8030000000000008,46.93399999999974,0.01710913197255732
1911,Oil,8.721000000000004,46.93399999999974,0.185814121958496
1911,Other industry,-0.07299999999999995,46.93399999999974,-0.0015553756338688447
1912,Cement,0.37099999999999955,156.7220000000002,0.0023672490141779653
1912,Coal,149.33200000000033,156.7220000000002,0.9528464414696095
1912,Gas,2.5970000000000013,156.7220000000002,0.016570743099245784
1912,Oil,4.346000000000004,156.7220000000002,0.027730631308941933
1912,Other industry,0.07299999999999995,156.7220000000002,0.00046579293270887213
1913,Cement,0.8870000000000005,270.9169999999999,0.003274065488692111
1913,Coal,243.8779999999997,270.9169999999999,0.9001945245222699
1913,Gas,1.2829999999999977,270.9169999999999,0.0047357677812761775
1913,Oil,24.795999999999992,270.9169999999999,0.09152618698715843
1913,Other industry,0.07399999999999984,270.9169999999999,0.00027314638800813483
1914,Cement,-0.40499999999999936,-327.096,0.001238168611049965
1914,Coal,-331.1279999999997,-327.096,1.0123266563944522
1914,Gas,0.5380000000000003,-327.096,-0.0016447770685058829
1914,Oil,4.045999999999992,-327.096,-0.012369457284711498
1914,Other industry,-0.1469999999999998,-327.096,0.00044940934771443185
1915,Cement,-0.19600000000000062,-49.71900000000005,0.003942154910597567
1915,Coal,-62.960000000000036,-49.71900000000005,1.2663166998531743
1915,Gas,1.7300000000000004,-49.71900000000005,-0.03479555099660087
1915,Oil,11.560000000000002,-49.71900000000005,-0.23250668758422313
1915,Other industry,0.1469999999999998,-49.71900000000005,-0.0029566161829481614
1916,Cement,0.5260000000000007,252.20100000000002,0.0020856380426723157
1916,Coal,227.23900000000003,252.20100000000002,0.9010233900737904
1916,Gas,6.511000000000003,252.20100000000002,0.02581670968790767
1916,Oil,17.632000000000005,252.20100000000002,0.06991249043421717
1916,Other industry,0.29300000000000015,252.20100000000002,0.0011617717614125246
1917,Cement,0.06799999999999962,156.26699999999983,0.0004351526553910915
1917,Coal,130.11699999999973,156.26699999999983,0.8326582067871008
1917,Gas,2.131999999999998,156.26699999999983,0.013643315607261931
1917,Oil,24.170000000000016,156.26699999999983,0.154671171776511
1917,Other industry,-0.21999999999999975,156.26699999999983,-0.0014078468262653024
1918,Cement,-1.9900000000000002,-50.41399999999976,0.03947316221684472
1918,Coal,-49.72499999999991,-50.41399999999976,0.986333161423417
1918,Gas,-3.990000000000002,-50.41399999999976,0.07914468203276909
1918,Oil,5.657999999999987,-50.41399999999976,-0.11223072955924969
1918,Other industry,-0.36700000000000044,-50.41399999999976,0.007279723886222124
1919,Cement,0.8799999999999999,-464.9720000000002,-0.001892587080512374
1919,Coal,-495.74199999999973,-464.9720000000002,1.0661760278038237
1919,Gas,1.429000000000002,-464.9720000000002,-0.0030733033386956665
1919,Oil,28.388000000000005,-464.9720000000002,-0.06105313868361964
1919,Other industry,0.07400000000000029,-464.9720000000002,-0.0001591493681339957
1920,Cement,1.6710000000000003,505.645,0.003304690049342919
1920,Coal,412.4609999999998,505.645,0.8157126046930154
1920,Gas,3.737000000000002,505.645,0.0073905605711517015
1920,Oil,87.62799999999999,505.645,0.17329944921832507
1920,Other industry,0.1459999999999999,505.645,0.0002887401240000394
1921,Cement,-0.13000000000000078,-431.76399999999967,0.0003010904105020356
1921,Coal,-460.51200000000017,-431.76399999999967,1.0665826701624048
1921,Gas,-6.693000000000005,-431.76399999999967,0.01550152398069318
1921,Oil,36.230999999999995,-431.76399999999967,-0.0839138974069168
1921,Other industry,-0.6599999999999999,-431.76399999999967,0.0015286128533180173
1922,Cement,1.508000000000001,149.72299999999996,0.010071932835970434
1922,Coal,101.33000000000038,149.72299999999996,0.6767831261730022
1922,Gas,5.115000000000002,149.72299999999996,0.034163087835536315
1922,Oil,41.03800000000001,149.72299999999996,0.2740928247497046
1922,Other industry,0.7339999999999998,149.72299999999996,0.0049023864068980716
1923,Cement,2.0589999999999993,438.279,0.004697920730858653
1923,Coal,376.28099999999995,438.279,0.8585421614998664
1923,Gas,12.419000000000004,438.279,0.028335831741881323
1923,Oil,47.226,438.279,0.10775328044464827
1923,Other industry,0.29300000000000015,438.279,0.0006685239311032473
1924,Cement,1.075000000000001,13.146999999999935,0.08176770365862983
1924,Coal,6.23700000000008,13.146999999999935,0.47440480718035377
1924,Gas,7.183,13.146999999999935,0.5463603863999419
1924,Oil,-1.3489999999999895,13.146999999999935,-0.1026089602190611
1924,Other industry,0.0,13.146999999999935,0.0
1925,Cement,0.8469999999999995,24.48999999999978,0.03458554512045762
1925,Coal,-2.275000000000091,24.48999999999978,-0.09289505920784448
1925,Gas,4.213999999999999,24.48999999999978,0.1720702327480619
1925,Oil,21.339,24.48999999999978,0.8713352388730171
1925,Other industry,0.367,24.48999999999978,0.014985708452429696
1926,Cement,0.31099999999999994,-63.22599999999966,-0.004918862493278107
1926,Coal,-69.63300000000027,-63.22599999999966,1.101334893872784
1926,Gas,5.221999999999994,-63.22599999999966,-0.08259260430835451
1926,Oil,0.9460000000000264,-63.22599999999966,-0.01496219909530939
1926,Other industry,-0.07399999999999984,-63.22599999999966,0.0011704045803941456
1927,Cement,0.7080000000000002,335.53999999999996,0.0021100315908684514
1927,Coal,280.355,335.53999999999996,0.8355337664659953
1927,Gas,6.873000000000005,335.53999999999996,0.020483399892710273
1927,Oil,47.678,335.53999999999996,0.14209334207546045
1927,Other industry,-0.07299999999999995,335.53999999999996,-0.00021755975442570174
1928,Cement,20.134999999999998,-16.635999999999967,-1.2103270016830991
1928,Coal,-56.817999999999756,-16.635999999999967,3.4153642702572653
1928,Gas,6.605000000000004,-16.635999999999967,-0.39703053618658435
1928,Oil,13.441000000000031,-16.635999999999967,-0.8079466217840862
1928,Other industry,0.0,-16.635999999999967,-0.0
1929,Cement,1.2899999999999991,291.8989999999999,0.004419336825408788
1929,Coal,216.30299999999988,291.8989999999999,0.7410200103460443
1929,Gas,20.27199999999999,291.8989999999999,0.069448679166424
1929,Oil,54.108999999999924,291.8989999999999,0.18536891184964643
1929,Other industry,-0.07299999999999995,291.8989999999999,-0.0002500865025231329
1930,Cement,-1.3119999999999976,-330.116,0.0039743605278144585
1930,Coal,-307.6329999999998,-330.116,0.9318936373880691
1930,Gas,1.3299999999999983,-330.116,-0.004028886815543622
1930,Oil,-21.913999999999987,-330.116,0.06638272607204737
1930,Other industry,-0.5870000000000002,-330.116,0.0017781628276121128
1931,Cement,-4.667000000000002,-418.7750000000001,0.011144409288997674
1931,Coal,-383.0550000000003,-418.7750000000001,0.914703599785088
1931,Gas,-11.335999999999999,-418.7750000000001,0.027069428690824418
1931,Oil,-19.277000000000044,-418.7750000000001,0.04603187869380942
1931,Other industry,-0.43999999999999995,-418.7750000000001,0.001050683541281117
1932,Cement,-6.199999999999999,-346.7289999999998,0.017881400171315356
1932,Coal,-310.826,-346.7289999999998,0.8964522725240756
1932,Gas,-4.668999999999997,-346.7289999999998,0.013465847967721187
1932,Oil,-24.520999999999958,-346.7289999999998,0.07072093767755212
1932,Other industry,-0.514,-346.7289999999998,0.0014824257561380798
1933,Cement,-0.8550000000000004,170.09199999999964,-0.005026691437574973
1933,Coal,116.4369999999999,170.09199999999964,0.684553065399902
1933,Gas,2.698999999999998,170.09199999999964,0.015867883263175245
1933,Oil,51.59100000000001,170.09199999999964,0.30331232509465533
1933,Other industry,0.21999999999999997,170.09199999999964,0.0012934176798438518
1934,Cement,4.675000000000001,293.50400000000036,0.01592823266463147
1934,Coal,241.663,293.50400000000036,0.8233720835150449
1934,Gas,11.033000000000001,293.50400000000036,0.03759062908853027
1934,Oil,36.05899999999997,293.50400000000036,0.12285692869603114
1934,Other industry,0.07400000000000007,293.50400000000036,0.0002521260357610117
1935,Cement,3.5440000000000005,179.55499999999984,0.019737684831945664
1935,Coal,117.89900000000034,179.55499999999984,0.6566177494361084
1935,Gas,9.421999999999997,179.55499999999984,0.05247417225919638
1935,Oil,48.32400000000007,179.55499999999984,0.269132020829273
1935,Other industry,0.3659999999999999,179.55499999999984,0.002038372643479715
1936,Cement,6.677999999999997,372.1880000000001,0.017942545165346532
1936,Coal,289.35199999999986,372.1880000000001,0.7774350597010107
1936,Gas,14.158000000000001,372.1880000000001,0.038039915311616705
1936,Oil,61.48599999999999,372.1880000000001,0.16520145732801694
1936,Other industry,0.5140000000000002,372.1880000000001,0.0013810224940084047
1937,Cement,2.068000000000005,288.78399999999965,0.007161061554656793
1937,Coal,178.27100000000019,288.78399999999965,0.6173160562912087
1937,Gas,15.046000000000006,288.78399999999965,0.05210122444456765
1937,Oil,93.17999999999995,288.78399999999965,0.32266330544628535
1937,Other industry,0.21999999999999975,288.78399999999965,0.0007618150590060392
1938,Cement,-2.2830000000000013,-267.09599999999955,0.008547488543445073
1938,Coal,-235.4060000000004,-267.09599999999955,0.8813535208314643
1938,Gas,-5.080999999999989,-267.09599999999955,0.019023122772336528
1938,Oil,-23.812999999999988,-267.09599999999955,0.08915521011172024
1938,Other industry,-0.5129999999999999,-267.09599999999955,0.0019206577410369335
1939,Cement,-2.862000000000002,240.51499999999942,-0.0118994657297882
1939,Coal,205.19500000000016,240.51499999999942,0.8531484522794863
1939,Gas,5.833999999999975,240.51499999999942,0.024256283391888192
1939,Oil,31.687000000000012,240.51499999999942,0.131746460719706
1939,Other industry,0.6600000000000001,240.51499999999942,0.0027441115938714915
1940,Cement,-4.227999999999998,414.53000000000065,-0.010199503051648835
1940,Coal,359.7220000000002,414.53000000000065,0.8677827901478774
1940,Gas,12.189000000000021,414.53000000000065,0.02940438568981739
1940,Oil,46.480999999999995,414.53000000000065,0.11212939956094835
1940,Other industry,0.36599999999999966,414.53000000000065,0.0008829276530046054
1941,Cement,11.861999999999998,114.42799999999988,0.10366343901842215
1941,Coal,90.46000000000004,114.42799999999988,0.7905407767329686
1941,Gas,-0.05700000000001637,114.42799999999988,-0.0004981298283638308
1941,Oil,11.355999999999995,114.42799999999988,0.0992414444017199
1941,Other industry,0.8069999999999999,114.42799999999988,0.007052469675254315
1942,Cement,-4.917000000000002,-16.567000000000007,0.29679483310194965
1942,Coal,24.592999999999847,-16.567000000000007,-1.4844570531779946
1942,Gas,12.586000000000013,-16.567000000000007,-0.7597030240840229
1942,Oil,-48.82899999999995,-16.567000000000007,2.947365244160073
1942,Other industry,0.0,-16.567000000000007,-0.0
1943,Cement,-3.6069999999999993,92.7489999999998,-0.03888990716881052
1943,Coal,16.13000000000011,92.7489999999998,0.1739102308380699
1943,Gas,16.851,92.7489999999998,0.18168389955686892
1943,Oil,63.08299999999997,92.7489999999998,0.6801474948516977
1943,Other industry,0.2940000000000005,92.7489999999998,0.0031698454969865024
1944,Cement,-12.104999999999997,87.21399999999994,-0.1387965234939345
1944,Coal,-57.57900000000018,87.21399999999994,-0.6602036370307545
1944,Gas,14.700999999999993,87.21399999999994,0.1685623867727659
1944,Oil,142.19500000000005,87.21399999999994,1.6304148416538646
1944,Other industry,0.0,87.21399999999994,0.0
1945,Cement,0.3219999999999992,-873.174,-0.00036876956940999064
1945,Coal,-869.2309999999998,-873.174,0.9954842906453923
1945,Gas,19.09899999999999,-873.174,-0.021873074553296352
1945,Oil,-22.99700000000007,-873.174,0.02633724778795529
1945,Other industry,-0.36700000000000044,-873.174,0.0004203056893585934
1946,Cement,13.319999999999997,319.2330000000002,0.04172500963246278
1946,Coal,236.13400000000001,319.2330000000002,0.7396916985399375
1946,Gas,7.1370000000000005,319.2330000000002,0.022356711242258777
1946,Oil,62.64200000000005,319.2330000000002,0.19622658058534054
1946,Other industry,0.0,319.2330000000002,0.0
1947,Cement,6.835000000000001,556.6589999999997,0.012278612220407836
1947,Coal,387.1439999999998,556.6589999999997,0.6954778419103976
1947,Gas,24.05600000000001,556.6589999999997,0.0432149664336695
1947,Oil,138.038,556.6589999999997,0.24797587032635796
1947,Other industry,0.5870000000000002,556.6589999999997,0.0010545055410942795
1948,Cement,8.494,282.6790000000001,0.03004821723580456
1948,Coal,117.57299999999987,282.6790000000001,0.41592406935074705
1948,Gas,32.23400000000001,282.6790000000001,0.1140304019753855
1948,Oil,124.08299999999986,282.6790000000001,0.43895372489643664
1948,Other industry,0.29300000000000015,282.6790000000001,0.0010365113786308855
1949,Cement,6.554000000000002,-243.84999999999945,-0.02687717859339765
1949,Coal,-193.45299999999997,-243.84999999999945,0.7933278654910823
1949,Gas,20.33299999999997,-243.84999999999945,-0.08338322739388974
1949,Oil,-76.62299999999982,-243.84999999999945,0.31422185769940536
1949,Other industry,-0.6600000000000001,-243.84999999999945,0.0027065819151117555
1950,Cement,8.711000000000006,726.3729999999996,0.011992461173529317
1950,Coal,332.68100000000004,726.3729999999996,0.45800298193903166
1950,Flaring,,726.3729999999996,
1950,Gas,52.696000000000026,726.3729999999996,0.07254674939734827
1950,Oil,257.8539999999998,726.3729999999996,0.35498841504295997
1950,Other industry,0.8070000000000004,726.3729999999996,0.0011109994451886302
1951,Cement,8.866,451.2449999999999,0.01964786313421756
1951,Coal,204.19100000000026,451.2449999999999,0.4525058449401108
1951,Flaring,6.251000000000005,451.2449999999999,0.013852785072410789
1951,Gas,63.02999999999997,451.2449999999999,0.139680218063358
1951,Oil,168.39300000000003,451.2449999999999,0.37317421799687545
1951,Other industry,0.5129999999999999,451.2449999999999,0.0011368547019911578
1952,Cement,4.97999999999999,86.04899999999998,0.057874002022103584
1952,Coal,-54.090000000000146,86.04899999999998,-0.6285953352159834
1952,Flaring,5.489000000000004,86.04899999999998,0.0637892363653268
1952,Gas,30.900000000000034,86.04899999999998,0.3590977233901619
1952,Oil,98.91800000000012,86.04899999999998,1.1495543236992893
1952,Other industry,-0.1459999999999999,86.04899999999998,-0.0016967076898046455
1953,Cement,8.800000000000011,183.33899999999994,0.047998516409492875
1953,Coal,31.045000000000073,183.33899999999994,0.16933112976508044
1953,Flaring,-4.016000000000005,183.33899999999994,-0.02190477748869584
1953,Gas,27.44399999999996,183.33899999999994,0.14968991867524079
1953,Oil,118.96499999999992,183.33899999999994,0.6488799437108305
1953,Other industry,1.0999999999999996,183.33899999999994,0.0059998145511866
1954,Cement,7.587999999999994,138.69500000000062,0.0547099751252746
1954,Coal,-7.425000000000182,138.69500000000062,-0.0535347344893482
1954,Flaring,-3.733000000000004,138.69500000000062,-0.02691517358232083
1954,Gas,26.826000000000022,138.69500000000062,0.19341721042575366
1954,Oil,116.173,138.69500000000062,0.8376149104149355
1954,Other industry,-0.734,138.69500000000062,-0.00529218789430042
1955,Cement,10.302000000000007,654.3689999999997,0.015743410827835688
1955,Coal,332.4069999999997,654.3689999999997,0.5079809709812045
1955,Flaring,19.221000000000004,654.3689999999997,0.029373335228288645
1955,Gas,45.88599999999997,654.3689999999997,0.07012251497243908
1955,Oil,245.30600000000004,654.3689999999997,0.3748741153691574
1955,Other industry,1.2469999999999999,654.3689999999997,0.0019056526210746542
1956,Cement,9.051999999999992,482.17199999999957,0.018773383771766093
1956,Coal,222.21399999999994,482.17199999999957,0.46086043984304387
1956,Flaring,11.338000000000008,482.17199999999957,0.023514430535161765
1956,Gas,40.0,482.17199999999957,0.0829579486158467
1956,Oil,199.4949999999999,482.17199999999957,0.4137423989779582
1956,Other industry,0.07399999999999984,482.17199999999957,0.00015347220493931607
1957,Cement,5.963999999999999,259.701,0.022964871140272847
1957,Coal,83.28600000000006,259.701,0.32069957374057106
1957,Flaring,-1.791000000000011,259.701,-0.0068963923897097466
1957,Gas,59.44500000000005,259.701,0.22889784790971174
1957,Oil,113.01700000000028,259.701,0.43518122764255923
1957,Other industry,-0.21999999999999975,259.701,-0.0008471280434037595
1958,Cement,7.24199999999999,231.54100000000017,0.03127739795543763
1958,Coal,69.875,231.54100000000017,0.3017824057078442
1958,Flaring,-11.268,231.54100000000017,-0.04866524719164205
1958,Gas,59.16599999999994,231.54100000000017,0.2555314177618646
1958,Oil,107.18499999999995,231.54100000000017,0.46292017396486956
1958,Other industry,-0.6610000000000005,231.54100000000017,-0.002854785977429483
1959,Cement,15.551000000000016,437.59499999999935,0.0355374261588913
1959,Coal,192.47400000000016,437.59499999999935,0.4398450622150629
1959,Flaring,-3.421999999999997,437.59499999999935,-0.00782001622504828
1959,Gas,52.40700000000004,437.59499999999935,0.11976142323381235
1959,Oil,178.45800000000008,437.59499999999935,0.4078154457889152
1959,Other industry,2.128,437.59499999999935,0.0048629440464356384
1960,Cement,12.149000000000001,531.8389999999999,0.022843379293357582
1960,Coal,204.39100000000053,531.8389999999999,0.38430991333843617
1960,Flaring,-2.5529999999999973,531.8389999999999,-0.004800324910358205
1960,Gas,76.35800000000006,531.8389999999999,0.1435735250705572
1960,Oil,222.2769999999996,531.8389999999999,0.417940391735092
1960,Other industry,19.218000000000004,531.8389999999999,0.03613499574119236
1961,Cement,6.75,28.03900000000067,0.24073611755054883
1961,Coal,-214.13700000000063,28.03900000000067,-7.637112593173634
1961,Flaring,-2.9210000000000065,28.03900000000067,-0.10417632583187478
1961,Gas,47.507999999999925,28.03900000000067,1.6943542922357713
1961,Oil,189.1270000000004,28.03900000000067,6.745140696886333
1961,Other industry,1.7119999999999997,28.03900000000067,0.06105781233282068
1962,Cement,12.219999999999999,332.2510000000002,0.03677942278578542
1962,Coal,-15.59899999999925,332.2510000000002,-0.04694944484741729
1962,Flaring,-0.2879999999999967,332.2510000000002,-0.0008668145468335582
1962,Gas,85.69400000000007,332.2510000000002,0.2579194645012356
1962,Oil,249.16399999999976,332.2510000000002,0.7499270130112463
1962,Other industry,1.0579999999999998,332.2510000000002,0.0031843395505205376
1963,Cement,9.61699999999999,519.5360000000001,0.018510748052108013
1963,Coal,179.34399999999914,519.5360000000001,0.34520033260447613
1963,Flaring,4.575000000000003,519.5360000000001,0.008805934526192606
1963,Gas,79.13,519.5360000000001,0.1523089834005728
1963,Oil,245.39699999999993,519.5360000000001,0.4723387792183793
1963,Other industry,1.4740000000000002,519.5360000000001,0.0028371469927011795
1964,Cement,20.16900000000001,557.6929999999993,0.03616505855372048
1964,Coal,105.28400000000056,557.6929999999993,0.1887848690946465
1964,Flaring,22.286,557.6929999999993,0.039961053841450454
1964,Gas,106.04199999999992,557.6929999999993,0.19014403982119205
1964,Oil,300.68300000000045,557.6929999999993,0.5391550548420023
1964,Other industry,3.2289999999999957,557.6929999999993,0.0057899238469910855
1965,Cement,10.281000000000006,486.1329999999998,0.02114853342603775
1965,Coal,75.87299999999959,486.1329999999998,0.15607457218497742
1965,Flaring,17.65100000000001,486.1329999999998,0.03630899362931547
1965,Gas,77.67499999999995,486.1329999999998,0.15978137670143763
1965,Oil,305.10099999999966,486.1329999999998,0.6276080825617676
1965,Other industry,-0.4480000000000004,486.1329999999998,-0.000921558503537099
1966,Cement,16.576999999999998,552.0220000000008,0.030029600269554424
1966,Coal,60.89000000000033,552.0220000000008,0.11030357485752422
1966,Flaring,14.12299999999999,552.0220000000008,0.025584125270369604
1966,Gas,109.3130000000001,552.0220000000008,0.1980229048842255
1966,Oil,349.4309999999996,552.0220000000008,0.6330019455746312
1966,Other industry,1.689,552.0220000000008,0.0030596606656981017
1967,Cement,6.8729999999999905,374.7459999999992,0.01834042257956057
1967,Coal,-88.10999999999967,374.7459999999992,-0.23511925410811554
1967,Flaring,46.216999999999985,374.7459999999992,0.12332886808665092
1967,Gas,93.11899999999991,374.7459999999992,0.24848564094079756
1967,Oil,315.66700000000037,374.7459999999992,0.8423492178702403
1967,Other industry,0.9790000000000063,374.7459999999992,0.002612436156756866
1968,Cement,15.391999999999996,667.902,0.0230452970645394
1968,Coal,57.79099999999926,667.902,0.08652616701252468
1968,Flaring,13.017000000000024,667.902,0.019489386167431785
1968,Gas,126.65200000000004,667.902,0.18962662186967555
1968,Oil,453.65800000000036,667.902,0.6792283897937127
1968,Other industry,1.3930000000000007,667.902,0.0020856353177561987
1969,Cement,15.325999999999993,856.5250000000015,0.01789323137094652
1969,Coal,198.6140000000005,856.5250000000015,0.23188348267709658
1969,Flaring,40.234999999999985,856.5250000000015,0.04697469425877811
1969,Gas,148.96900000000005,856.5250000000015,0.17392253582790904
1969,Oil,450.2640000000001,856.5250000000015,0.5256869326639612
